Date,Variable,Anuradhapura,Badulla,Bandarawela,Batticaloa,Colombo,Galle,Hambantota,Jaffna,Moneragala,Katugasthota,Katunayake,Kurunagala,Maha Illuppallama,Mannar,Polonnaruwa,Nuwara Eliya,Pothuvil,Puttalam,Rathmalana,Ratnapura,Trincomalee,Vavuniya,Mattala,Mullaitivu

10/23/2024,Rainfall,0.5,0.0,0.3,28.4,31.2,0.0,0.0,0.0,0.6,2.7,0.0,0.0,2.3,0.4,0.6,3.3,0.0,45.2,4.4,29.9,0.1,0.0,0.2,0.0,150.1,6.254166666666666,45.2,0.0
