Date,Variable,Anuradhapura,Badulla,Bandarawela,Batticaloa,Colombo,Galle,Hambantota,Jaffna,Moneragala,Katugasthota,Katunayake,Kurunagala,Maha Illuppallama,Mannar,Polonnaruwa,Nuwara Eliya,Pothuvil,Puttalam,Rathmalana,Ratnapura,Trincomalee,Vavuniya,Mattala,Mullaitivu,Total Tmin,Average Tmin,Max Tmin,Min Tmin,Average Northern Plains,Average Eastern Plains,Average Eastern Hills,Average Western Plains,Average Western Hills,Average Southern Plains
01/30/2025,Tmin,8.3,0.9,0.7,6.6,0.0,0.0,0.0,3.6,0.0,0.2,1.2,0.0,1.9,6.0,15.1,0.2,24.6,20.7,0.0,0.0,5.4,4.8,6.1,5.8,112.1,4.67,24.6,0.0,7.3,10.34,0.8,0.24,0.13,3.05
